  2426  29 198625 1 4.9219  3.7188  4.6830  3.4040  0 0 0 0 0 0 0 0  5 3 22  96.80   1 0.8999 0.0334 0.0334 0.0334
  2426  29 198631 3 4.8912  3.7644  5.1071  2.9149  0 0 0 0 0 0 0 1  5 3 22 150.74   1 0.9249 0.0250 0.0250 0.0250
  2426  29 198638 1 5.2143  3.5972  4.4330  3.3129  0 0 0 0 1 0 0 0  5 3 22  78.72   1 0.6937 0.0188 0.2688 0.0188
  2426  29 198641 1 5.2143  3.4063  4.2530  3.2478  0 0 0 0 0 1 0 0  5 3 22  43.77   1 0.7703 0.0141 0.2016 0.0141
  2426  29 198706 1 4.9750  3.4063  4.5045  3.2478  1 0 1 0 1 0 0 0  5 3 22  43.08   1 0.8277 0.0106 0.1512 0.0106
  2426  29 198717 1 4.6719  2.9688  4.0377  3.4040  0 0 0 0 0 0 1 0  5 3 22  46.39   1 0.8708 0.0079 0.1134 0.0079
  2426  29 198727 1 3.8929  3.0938  4.1979  3.4040  1 0 0 0 1 0 0 0  5 3 22  58.03   1 0.9031 0.0059 0.0850 0.0059
  2426  29 198732 1 3.8929  3.0938  4.3170  3.4821  0 0 0 0 0 0 0 0  5 3 22 184.91   1 0.9273 0.0045 0.0638 0.0045
  2426  29 198733 1 4.6786  3.0938  4.3170  3.4821  0 0 0 0 0 0 0 0  5 3 22 115.44   1 0.9455 0.0033 0.0478 0.0033
  2426  29 198744 1 4.9750  3.0938  4.3170  3.4821  0 0 0 0 0 0 0 0  5 3 22  36.99   1 0.9591 0.0025 0.0359 0.0025
  2426  29 198801 1 4.9643  3.0938  4.3170  3.3415  0 0 0 0 0 0 0 0  5 3 22 107.79   1 0.9693 0.0019 0.0269 0.0019
  2426  29 198810 1 4.9750  3.3750  3.7076  3.3415  0 0 0 0 0 0 0 0  5 3 22  71.69   1 0.9770 0.0014 0.0202 0.0014
  2426  29 198824 1 5.3214  3.6563  4.1138  3.0864  0 0 0 0 0 0 0 0  5 3 22 128.44   1 0.9828 0.0011 0.0151 0.0011
  2426  29 198829 1 5.3214  3.6563  4.1138  3.1563  0 0 0 0 0 0 0 0  5 3 22  74.51   1 0.9871 0.0008 0.0114 0.0008
  2426  29 198832 1 3.5714  3.6563  4.1138  3.1221  0 0 0 0 0 0 0 0  5 3 22 100.68   1 0.9903 0.0006 0.0085 0.0006
  2483   3 198627 1 3.6875  4.4918  4.0159  3.5141  0 0 0 0 1 0 0 0  6 2  7  16.01   0 0.2500 0.2500 0.2500 0.2500
  2483   3 198643 1 3.6875  4.3392  4.1633  3.5272  0 0 0 0 1 0 0 0  6 2  7  12.65   0 0.4375 0.1875 0.1875 0.1875
  2483   3 198711 1 3.0313  3.3111  3.2515  3.1277  0 0 0 0 1 0 0 0  6 2  7  45.25   0 0.5781 0.1406 0.1406 0.1406
  2483   3 198819 1 3.6875  3.6349  3.7790  3.4301  0 0 0 0 1 0 0 0  6 2  7  38.18   0 0.6836 0.1055 0.1055 0.1055
  2483   3 198832 1 6.5556  3.8963  3.9933  3.2634  0 0 0 0 0 0 0 0  6 2  7  42.34   0 0.7627 0.0791 0.0791 0.0791
